filename	destination
00948.md	syncrescendence-operations
00951.md	writing-creation
00959.yaml	syncrescendence-operations
00961.md	geopolitics-grand-strategy
00962.md	philosophy-esoterica
00963.md	philosophy-esoterica
01022.log	syncrescendence-operations
01031.log	syncrescendence-operations
01036.log	syncrescendence-operations
01038.log	syncrescendence-operations
01054.md	syncrescendence-operations
01057.jsonl	design-taste
01058.jsonl	design-taste
01059.md	design-taste
01065.md	vibe-coding
01074.md	leadership-management
01075.jsonl	ai-safety
01076.jsonl	ai-safety
01077.md	ai-safety
01080.md	leadership-management
01092.md	vibe-coding
01102.jsonl	ai-capability-futures
01103.jsonl	ai-capability-futures
01104.md	ai-capability-futures
01119.md	vibe-coding
01128.md	ai-capability-futures
01140.md	philosophy-esoterica
01143.md	ai-memory-retrieval
01164.md	meaning-civilization
01170.md	meaning-civilization
01173.md	philosophy-esoterica
01176.md	design-taste
01179.md	leadership-management
01182.md	productivity-pkm
01185.md	meaning-civilization
01195.jsonl	ai-biotech
01196.jsonl	ai-biotech
01197.md	product-business
01203.md	meaning-civilization
01206.md	meaning-civilization
01212.md	vibe-coding
01218.md	product-business
01227.md	infrastructure
01231.jsonl	geopolitics-grand-strategy
01232.jsonl	geopolitics-grand-strategy
01236.md	geopolitics-grand-strategy
01242.md	meaning-civilization
01251.md	philosophy-esoterica
01263.md	ai-capability-futures
01266.md	ai-safety
01269.md	leadership-management
01275.md	ai-capability-futures
01279.jsonl	vibe-coding
01280.jsonl	vibe-coding
01281.md	vibe-coding
01282.jsonl	ai-capability-futures
01283.jsonl	ai-capability-futures
01284.md	ai-capability-futures
01287.md	ai-capability-futures
01288.jsonl	vibe-coding
01289.jsonl	vibe-coding
01290.md	vibe-coding
01293.md	vibe-coding
01296.md	ai-models
01305.md	ai-models
01314.md	vibe-coding
01323.md	vibe-coding
01326.md	ai-video-vfx
01332.md	ai-models
01335.md	ai-capability-futures
01336.jsonl	ai-memory-retrieval
01337.jsonl	ai-memory-retrieval
01338.md	ai-memory-retrieval
01344.md	ai-memory-retrieval
01350.md	ai-capability-futures
01353.md	meaning-civilization
01359.md	ai-models
01362.md	infrastructure
01365.md	ai-capability-futures
01378.jsonl	multi-agent-systems
01379.jsonl	multi-agent-systems
01380.md	multi-agent-systems
01389.md	vibe-coding
01392.md	vibe-coding
01407.md	vibe-coding
01408.jsonl	leadership-management
01409.jsonl	leadership-management
01410.md	leadership-management
01411.jsonl	productivity-pkm
01412.jsonl	productivity-pkm
01413.md	productivity-pkm
01416.md	ai-models
01422.md	ai-models
01425.md	ai-models
01428.md	ai-models
01431.md	geopolitics-grand-strategy
01434.md	ai-models
01443.md	meaning-civilization
01446.md	geopolitics-grand-strategy
01449.md	productivity-pkm
01455.md	ai-models
01464.md	ai-models
01470.md	vibe-coding
01476.md	ai-capability-futures
01477.jsonl	ai-models
01478.jsonl	ai-models
01479.md	ai-models
01482.md	geopolitics-grand-strategy
01483.jsonl	ai-capability-futures
01484.jsonl	ai-capability-futures
01485.md	ai-capability-futures
01489.jsonl	vibe-coding
01490.jsonl	vibe-coding
01491.md	vibe-coding
01494.md	product-business
01503.md	ai-capability-futures
01506.md	productivity-pkm
01512.md	ai-models
01515.md	ai-memory-retrieval
01518.md	ai-capability-futures
01521.md	design-taste
01522.jsonl	ai-biotech
01523.jsonl	ai-biotech
01527.md	health-psychology
01528.jsonl	product-business
01529.jsonl	product-business
01530.md	product-business
01533.md	design-taste
01536.md	ai-models
01542.md	ai-models
01543.jsonl	ai-models
01544.jsonl	ai-models
01545.md	ai-models
01551.md	infrastructure
01554.md	vibe-coding
01555.jsonl	ai-models
01556.jsonl	ai-models
01557.md	ai-models
01558.jsonl	geopolitics-grand-strategy
01559.jsonl	geopolitics-grand-strategy
01572.md	vibe-coding
01575.md	ai-capability-futures
01576.jsonl	health-psychology
01577.jsonl	health-psychology
01584.md	vibe-coding
01585.jsonl	ai-memory-retrieval
01586.jsonl	ai-memory-retrieval
01587.md	ai-memory-retrieval
01597.jsonl	vibe-coding
01598.jsonl	vibe-coding
01600.jsonl	vibe-coding
01601.jsonl	vibe-coding
01602.md	vibe-coding
01608.md	meaning-civilization
01611.md	vibe-coding
01623.md	ai-capability-futures
01626.md	productivity-pkm
01635.md	leadership-management
01641.md	geopolitics-grand-strategy
01650.md	vibe-coding
01651.jsonl	ai-memory-retrieval
01652.jsonl	ai-memory-retrieval
01653.md	ai-memory-retrieval
01654.jsonl	ai-capability-futures
01655.jsonl	ai-capability-futures
01656.md	ai-capability-futures
01662.md	vibe-coding
01665.md	vibe-coding
01668.md	geopolitics-grand-strategy
01669.jsonl	geopolitics-grand-strategy
01670.jsonl	geopolitics-grand-strategy
01671.md	productivity-pkm
01675.jsonl	ai-models
01676.jsonl	ai-models
01677.md	ai-models
01683.md	ai-models
01692.md	ai-capability-futures
01698.md	vibe-coding
01704.md	vibe-coding
01710.md	vibe-coding
01713.md	ai-capability-futures
01716.md	productivity-pkm
01722.md	ai-memory-retrieval
01725.md	ai-models
01728.md	ai-video-vfx
01731.md	vibe-coding
01738.jsonl	geopolitics-grand-strategy
01739.jsonl	geopolitics-grand-strategy
01740.md	geopolitics-grand-strategy
01743.md	ai-capability-futures
01746.md	ai-models
01750.jsonl	ai-memory-retrieval
01751.jsonl	ai-memory-retrieval
01752.md	productivity-pkm
01758.md	ai-memory-retrieval
01759.jsonl	health-psychology
01760.jsonl	health-psychology
01761.md	ai-capability-futures
01764.md	ai-models
01767.md	ai-memory-retrieval
01773.md	multi-agent-systems
01776.md	ai-models
01782.md	vibe-coding
01788.md	vibe-coding
01791.md	ai-capability-futures
01797.md	vibe-coding
01800.md	geopolitics-grand-strategy
01807.jsonl	geopolitics-grand-strategy
01808.jsonl	geopolitics-grand-strategy
01809.md	geopolitics-grand-strategy
01812.md	ai-biotech
01813.jsonl	ai-video-vfx
01814.jsonl	ai-video-vfx
01815.md	ai-video-vfx
01825.jsonl	ai-models
01826.jsonl	ai-models
01830.md	health-psychology
01834.jsonl	meaning-civilization
01835.jsonl	meaning-civilization
01836.md	meaning-civilization
01837.jsonl	health-psychology
01838.jsonl	health-psychology
01839.md	health-psychology
01842.md	vibe-coding
01845.md	vibe-coding
01846.jsonl	ai-models
01847.jsonl	ai-models
01848.md	ai-models
01851.md	geopolitics-grand-strategy
01852.jsonl	ai-capability-futures
01853.jsonl	ai-capability-futures
01854.md	ai-capability-futures
01857.md	vibe-coding
01860.md	ai-models
01863.md	ai-video-vfx
01864.jsonl	ai-models
01865.jsonl	ai-models
01873.jsonl	vibe-coding
01874.jsonl	vibe-coding
01875.md	vibe-coding
01881.md	ai-memory-retrieval
01896.md	writing-creation
01902.md	vibe-coding
01905.md	vibe-coding
01909.jsonl	ai-models
01910.jsonl	ai-models
01911.md	ai-models
01920.md	ai-video-vfx
01929.md	infrastructure
01930.jsonl	ai-safety
01931.jsonl	ai-safety
01932.md	ai-safety
01935.md	ai-models
01938.md	ai-capability-futures
01941.md	meaning-civilization
01945.jsonl	ai-capability-futures
01946.jsonl	ai-capability-futures
01947.md	ai-capability-futures
01950.md	ai-capability-futures
01953.md	ai-safety
01962.md	meaning-civilization
01969.jsonl	geopolitics-grand-strategy
01970.jsonl	geopolitics-grand-strategy
01971.md	geopolitics-grand-strategy
01974.md	vibe-coding
01992.md	ai-models
01995.md	meaning-civilization
02004.md	product-business
02010.md	syncrescendence-operations
02013.md	vibe-coding
02034.md	vibe-coding
02037.md	claude-code
02043.md	product-business
02046.md	vibe-coding
02049.md	vibe-coding
02052.md	infrastructure
02056.jsonl	vibe-coding
02057.jsonl	vibe-coding
02058.md	productivity-pkm
02061.md	ai-video-vfx
02065.jsonl	leadership-management
02066.jsonl	leadership-management
02067.md	leadership-management
02070.md	ai-safety
02073.md	ai-models
02079.md	vibe-coding
02082.md	ai-capability-futures
02085.md	ai-models
02100.md	ai-capability-futures
02103.md	vibe-coding
02106.md	vibe-coding
02109.md	ai-capability-futures
02118.md	philosophy-esoterica
02121.md	ai-models
02124.md	ai-capability-futures
02127.md	ai-models
02136.md	product-business
02145.md	startup-vc
02148.md	prompt-engineering
02155.jsonl	ai-models
02156.jsonl	ai-models
02157.md	ai-models
02160.md	ai-memory-retrieval
02163.md	design-taste
02175.md	ai-capability-futures
02187.md	vibe-coding
02190.md	productivity-pkm
02191.jsonl	writing-creation
02192.jsonl	writing-creation
02193.md	writing-creation
02199.md	multi-agent-systems
02200.jsonl	geopolitics-grand-strategy
02201.jsonl	geopolitics-grand-strategy
02202.md	vibe-coding
02205.md	ai-safety
02206.jsonl	geopolitics-grand-strategy
02207.jsonl	geopolitics-grand-strategy
02208.md	geopolitics-grand-strategy
02212.jsonl	leadership-management
02213.jsonl	leadership-management
02220.md	productivity-pkm
02227.jsonl	ai-memory-retrieval
02228.jsonl	ai-memory-retrieval
02238.md	ai-safety
02247.md	product-business
02250.md	health-psychology
02253.md	ai-memory-retrieval
02254.jsonl	design-taste
02255.jsonl	design-taste
02256.md	design-taste
02259.md	vibe-coding
02262.md	vibe-coding
02263.jsonl	ai-memory-retrieval
02264.jsonl	ai-memory-retrieval
02265.md	productivity-pkm
02271.md	vibe-coding
02280.md	ai-models
02295.md	ai-models
02298.md	product-business
02301.md	productivity-pkm
02307.md	ai-capability-futures
02311.jsonl	vibe-coding
02312.jsonl	vibe-coding
02313.md	vibe-coding
02316.md	ai-memory-retrieval
02322.md	product-business
02331.md	productivity-pkm
02332.jsonl	geopolitics-grand-strategy
02333.jsonl	geopolitics-grand-strategy
02334.md	geopolitics-grand-strategy
02337.md	ai-models
02346.md	vibe-coding
02349.md	meaning-civilization
02352.md	ai-models
02355.md	leadership-management
02361.md	ai-biotech
02367.md	leadership-management
02370.md	meaning-civilization
02373.md	ai-capability-futures
02377.jsonl	vibe-coding
02378.jsonl	vibe-coding
02379.md	vibe-coding
02383.jsonl	health-psychology
02384.jsonl	health-psychology
02385.md	health-psychology
02391.md	ai-models
02394.md	leadership-management
02398.jsonl	meaning-civilization
02399.jsonl	meaning-civilization
02403.md	ai-memory-retrieval
02409.md	health-psychology
02415.md	ai-capability-futures
02421.md	design-taste
02424.md	ai-capability-futures
02425.jsonl	ai-models
02426.jsonl	ai-models
02427.md	ai-models
02437.jsonl	ai-capability-futures
02438.jsonl	ai-capability-futures
02439.md	ai-capability-futures
02442.md	ai-capability-futures
02445.md	ai-capability-futures
02448.md	ai-capability-futures
02452.jsonl	ai-models
02453.jsonl	ai-models
02454.md	ai-models
02457.md	ai-models
02469.md	product-business
02472.md	vibe-coding
02478.md	vibe-coding
02481.md	vibe-coding
02484.md	claude-code
02490.md	ai-safety
02491.jsonl	product-business
02492.jsonl	product-business
02493.md	ai-memory-retrieval
02499.md	geopolitics-grand-strategy
02508.md	ai-models
02509.jsonl	ai-memory-retrieval
02510.jsonl	ai-memory-retrieval
02511.md	ai-memory-retrieval
02520.md	ai-capability-futures
02526.md	ai-safety
02529.md	ai-capability-futures
02533.jsonl	ai-memory-retrieval
02534.jsonl	ai-memory-retrieval
02547.md	health-psychology
02550.md	design-taste
02554.jsonl	claude-code
02555.jsonl	claude-code
02556.md	claude-code
02557.jsonl	vibe-coding
02558.jsonl	vibe-coding
02559.md	vibe-coding
02562.md	ai-capability-futures
02563.jsonl	ai-capability-futures
02564.jsonl	ai-capability-futures
02565.md	ai-capability-futures
02572.jsonl	health-psychology
02573.jsonl	health-psychology
02574.md	health-psychology
02575.jsonl	design-taste
02576.jsonl	design-taste
02577.md	product-business
02580.md	vibe-coding
02583.md	ai-memory-retrieval
02586.md	vibe-coding
02592.md	product-business
02595.md	ai-models
02596.jsonl	vibe-coding
02597.jsonl	vibe-coding
02598.md	vibe-coding
02601.md	infrastructure
02604.md	writing-creation
02605.jsonl	vibe-coding
02606.jsonl	vibe-coding
02607.md	vibe-coding
02613.md	philosophy-esoterica
02616.md	health-psychology
02619.md	ai-capability-futures
02622.md	leadership-management
02625.md	ai-capability-futures
02635.jsonl	design-taste
02636.jsonl	design-taste
02637.md	design-taste
02638.jsonl	vibe-coding
02639.jsonl	vibe-coding
02640.md	vibe-coding
02641.jsonl	vibe-coding
02642.jsonl	vibe-coding
02643.md	health-psychology
02646.md	ai-capability-futures
02649.md	vibe-coding
02652.md	ai-models
02655.md	health-psychology
02661.md	ai-capability-futures
02676.md	geopolitics-grand-strategy
02679.md	design-taste
02685.md	vibe-coding
02688.md	geopolitics-grand-strategy
02694.md	vibe-coding
02703.md	ai-capability-futures
02712.md	geopolitics-grand-strategy
02715.md	vibe-coding
02718.md	vibe-coding
02724.md	vibe-coding
02727.md	ai-models
02736.md	ai-models
02739.md	vibe-coding
02757.md	meaning-civilization
02760.md	vibe-coding
02769.md	product-business
02775.md	ai-capability-futures
02781.md	ai-capability-futures
02784.md	health-psychology
02787.md	productivity-pkm
02796.md	ai-capability-futures
02799.md	ai-memory-retrieval
02802.md	ai-models
02805.md	geopolitics-grand-strategy
02808.md	ai-capability-futures
02811.md	vibe-coding
02814.md	meaning-civilization
02817.md	vibe-coding
02823.md	ai-capability-futures
02824.jsonl	ai-capability-futures
02825.jsonl	ai-capability-futures
02826.md	ai-capability-futures
02827.jsonl	product-business
02828.jsonl	product-business
02829.md	product-business
02832.md	vibe-coding
02835.md	vibe-coding
02836.jsonl	philosophy-esoterica
02837.jsonl	philosophy-esoterica
02838.md	philosophy-esoterica
02841.md	meaning-civilization
02844.md	ai-memory-retrieval
02847.md	meaning-civilization
02854.jsonl	vibe-coding
02855.jsonl	vibe-coding
02856.md	vibe-coding
02859.md	ai-models
02862.md	ai-models
02869.jsonl	geopolitics-grand-strategy
02870.jsonl	geopolitics-grand-strategy
02871.md	geopolitics-grand-strategy
02874.md	ai-capability-futures
02880.md	ai-models
02883.md	ai-capability-futures
02886.md	ai-capability-futures
02889.md	startup-vc
02892.md	ai-memory-retrieval
02895.md	vibe-coding
02898.md	leadership-management
02904.md	vibe-coding
02907.md	vibe-coding
02916.md	ai-safety
02917.jsonl	ai-safety
02918.jsonl	ai-safety
02919.md	ai-safety
02922.md	product-business
02925.md	ai-memory-retrieval
02931.md	productivity-pkm
02934.md	vibe-coding
02937.md	geopolitics-grand-strategy
02946.md	ai-models
02947.jsonl	ai-memory-retrieval
02948.jsonl	ai-memory-retrieval
02955.md	vibe-coding
02958.md	ai-capability-futures
02967.md	ai-video-vfx
02973.md	vibe-coding
02976.md	geopolitics-grand-strategy
02979.md	vibe-coding
02980.jsonl	ai-memory-retrieval
02981.jsonl	ai-memory-retrieval
02991.md	vibe-coding
02994.md	vibe-coding
02997.md	geopolitics-grand-strategy
03001.jsonl	geopolitics-grand-strategy
03002.jsonl	geopolitics-grand-strategy
03003.md	geopolitics-grand-strategy
03006.md	ai-memory-retrieval
03007.jsonl	vibe-coding
03008.jsonl	vibe-coding
03009.md	vibe-coding
03012.md	ai-capability-futures
03015.md	ai-capability-futures
03016.jsonl	product-business
03017.jsonl	product-business
03018.md	product-business
03021.md	vibe-coding
03024.md	vibe-coding
03045.md	product-business
03048.md	ai-capability-futures
03054.md	vibe-coding
03055.jsonl	meaning-civilization
03056.jsonl	meaning-civilization
03057.md	meaning-civilization
03073.jsonl	ai-capability-futures
03074.jsonl	ai-capability-futures
03076.jsonl	product-business
03077.jsonl	product-business
03078.md	product-business
03093.md	ai-models
03094.jsonl	vibe-coding
03095.jsonl	vibe-coding
03097.jsonl	vibe-coding
03098.jsonl	vibe-coding
03099.md	ai-models
03108.md	vibe-coding
03109.jsonl	multi-agent-systems
03110.jsonl	multi-agent-systems
03111.md	multi-agent-systems
03114.md	design-taste
03117.md	productivity-pkm
03126.md	vibe-coding
03129.md	ai-capability-futures
03132.md	ai-capability-futures
03138.md	vibe-coding
03141.md	infrastructure
03153.md	vibe-coding
03165.md	vibe-coding
03180.md	ai-memory-retrieval
03183.md	vibe-coding
03186.md	leadership-management
03187.jsonl	leadership-management
03188.jsonl	leadership-management
03189.md	ai-models
03195.md	geopolitics-grand-strategy
03196.jsonl	vibe-coding
03197.jsonl	vibe-coding
03198.md	vibe-coding
03202.jsonl	meaning-civilization
03203.jsonl	meaning-civilization
03204.md	ai-memory-retrieval
03208.jsonl	ai-models
03209.jsonl	ai-models
03210.md	ai-models
03219.md	ai-capability-futures
03222.md	vibe-coding
03223.jsonl	productivity-pkm
03224.jsonl	productivity-pkm
03225.md	productivity-pkm
03237.md	syncrescendence-operations
03246.md	ai-capability-futures
03249.md	ai-models
03255.md	ai-models
03258.md	product-business
03264.md	leadership-management
03267.md	vibe-coding
03270.md	infrastructure
03273.md	ai-capability-futures
03274.jsonl	ai-memory-retrieval
03275.jsonl	ai-memory-retrieval
03277.jsonl	vibe-coding
03278.jsonl	vibe-coding
03279.md	vibe-coding
03283.jsonl	ai-models
03284.jsonl	ai-models
03285.md	ai-models
03289.jsonl	ai-models
03290.jsonl	ai-models
03291.md	ai-models
03303.md	vibe-coding
03307.jsonl	ai-memory-retrieval
03308.jsonl	ai-memory-retrieval
03315.md	ai-models
03330.md	geopolitics-grand-strategy
03345.md	health-psychology
03349.jsonl	leadership-management
03350.jsonl	leadership-management
03354.md	ai-capability-futures
03363.md	ai-capability-futures
03375.md	ai-memory-retrieval
03381.md	health-psychology
03393.md	geopolitics-grand-strategy
03439.jsonl	ai-memory-retrieval
03440.jsonl	ai-memory-retrieval
03447.md	vibe-coding
03450.md	vibe-coding
03453.md	ai-models
03456.md	geopolitics-grand-strategy
03462.md	health-psychology
03465.md	ai-capability-futures
03480.md	ai-memory-retrieval
03489.md	ai-models
03492.md	ai-capability-futures
03501.md	productivity-pkm
03504.md	product-business
03522.md	vibe-coding
03537.md	ai-memory-retrieval
03540.md	productivity-pkm
03541.jsonl	ai-memory-retrieval
03542.jsonl	ai-memory-retrieval
03543.md	ai-memory-retrieval
03550.jsonl	ai-memory-retrieval
03551.jsonl	ai-memory-retrieval
03567.md	product-business
03573.md	ai-memory-retrieval
03576.md	design-taste
03577.jsonl	writing-creation
03578.jsonl	writing-creation
03585.md	vibe-coding
03588.md	design-taste
03591.md	vibe-coding
03594.md	vibe-coding
03600.md	productivity-pkm
03606.md	ai-capability-futures
03636.md	meaning-civilization
03645.md	ai-models
03646.jsonl	ai-memory-retrieval
03647.jsonl	ai-memory-retrieval
03648.md	vibe-coding
03667.jsonl	philosophy-esoterica
03668.jsonl	philosophy-esoterica
03669.md	claude-code
03673.jsonl	productivity-pkm
03674.jsonl	productivity-pkm
03681.md	ai-safety
03690.md	vibe-coding
03696.md	vibe-coding
03702.md	claude-code
03705.md	ai-models
03711.md	vibe-coding
03717.md	vibe-coding
03720.md	product-business
03726.md	philosophy-esoterica
03753.md	vibe-coding
03763.jsonl	vibe-coding
03764.jsonl	vibe-coding
03765.md	vibe-coding
03777.md	ai-capability-futures
03780.md	writing-creation
03783.md	leadership-management
03786.md	vibe-coding
03810.md	ai-models
03813.md	ai-memory-retrieval
03822.md	ai-models
03828.md	ai-capability-futures
03837.md	vibe-coding
03855.md	ai-models
03856.jsonl	ai-video-vfx
03857.jsonl	ai-video-vfx
03858.md	ai-video-vfx
03862.jsonl	ai-memory-retrieval
03863.jsonl	ai-memory-retrieval
03864.md	ai-models
03867.md	writing-creation
03876.md	ai-memory-retrieval
03879.md	ai-capability-futures
03882.md	vibe-coding
03888.md	vibe-coding
03892.jsonl	multi-agent-systems
03893.jsonl	multi-agent-systems
03894.md	vibe-coding
03900.md	ai-biotech
03912.md	ai-capability-futures
03921.md	ai-capability-futures
03930.md	leadership-management
03934.jsonl	ai-memory-retrieval
03935.jsonl	ai-memory-retrieval
03936.md	ai-models
03939.md	productivity-pkm
03945.md	ai-models
03946.jsonl	leadership-management
03947.jsonl	leadership-management
03948.md	leadership-management
03951.md	vibe-coding
03966.md	ai-safety
03969.md	meaning-civilization
03972.md	ai-models
03988.jsonl	productivity-pkm
03989.jsonl	productivity-pkm
03990.md	vibe-coding
03993.md	meaning-civilization
03999.md	design-taste
04001.jsonl	design-taste
04002.md	design-taste
04077.md	vibe-coding
04125.md	vibe-coding
04168.jsonl	vibe-coding
04169.jsonl	vibe-coding
04170.md	vibe-coding
04171.jsonl	writing-creation
04172.jsonl	writing-creation
04173.md	writing-creation
04188.md	vibe-coding
04194.md	vibe-coding
04219.jsonl	productivity-pkm
04220.jsonl	productivity-pkm
04221.md	design-taste
04225.jsonl	vibe-coding
04226.jsonl	vibe-coding
04227.md	vibe-coding
04243.jsonl	ai-models
04244.jsonl	ai-models
04245.md	ai-models
04306.jsonl	infrastructure
04307.jsonl	infrastructure
04308.md	syncrescendence-operations
04324.jsonl	vibe-coding
04325.jsonl	vibe-coding
04326.md	vibe-coding
04339.jsonl	ai-models
04340.jsonl	ai-models
04341.md	ai-models
04435.jsonl	vibe-coding
04436.jsonl	vibe-coding
04437.md	vibe-coding
09261.md	leadership-management
10023.md	infrastructure
10035.md	ai-safety
10053.md	meaning-civilization
10083.md	vibe-coding
10088.md	geopolitics-grand-strategy
10130.md	health-psychology
10138.md	ai-models
10158.md	productivity-pkm
10179.md	vibe-coding
10188.md	health-psychology
10255.md	design-taste
10273.md	ai-capability-futures
10348.md	vibe-coding
10422.md	health-psychology
10468.md	ai-memory-retrieval
10525.md	vibe-coding
10598.md	geopolitics-grand-strategy
10639.md	geopolitics-grand-strategy
10747.md	vibe-coding
10786.md	ai-models
10826.md	ai-memory-retrieval
10830.md	ai-models
10863.md	ai-capability-futures
10878.md	ai-memory-retrieval
10949.md	product-business
10956.md	meaning-civilization
11122.md	syncrescendence-operations
11237.md	syncrescendence-operations
11668.plist	syncrescendence-operations
11671.plist	syncrescendence-operations
